signature,class_name,java_class_name,method_name,descriptor,access_flags,is_external,is_project_method,code_size,incoming_project_calls,outgoing_project_calls,outgoing_external_calls,reachable_from_manifest_entry,core_score
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-3$1;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-3$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-3$1,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,public static synthetic,False,True,14,1,0,1,False,8
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-3$1;-><clinit>()V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-3$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-3$1,<clinit>,()V,static constructor,False,True,19,0,2,0,False,7
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-3$1;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-3$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-3$1,<init>,()V,constructor,False,True,14,1,1,1,False,7
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-3$1;->invoke(Landroidx/compose/runtime/Composer; I)V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-3$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-3$1,invoke,(Landroidx/compose/runtime/Composer; I)V,public final,False,True,108,1,2,8,False,32
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-3$1;->invoke(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-3$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-3$1,invoke,(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,public bridge synthetic,False,True,27,0,2,1,False,20
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-4$1$$ExternalSynthetic$Condy0,get,()Ljava/lang/Object;,public static synthetic,False,True,35,7,1,0,False,23
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1$$ExternalSyntheticLambda1;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-4$1$$ExternalSyntheticLambda1,<init>,()V,public synthetic constructor,False,True,4,1,0,1,False,4
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1$$ExternalSyntheticLambda1;->invoke()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-4$1$$ExternalSyntheticLambda1,invoke,()Ljava/lang/Object;,public final,False,True,5,0,1,0,False,16
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1$$ExternalSyntheticLambda2;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1$$ExternalSyntheticLambda2;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-4$1$$ExternalSyntheticLambda2,<init>,()V,public synthetic constructor,False,True,4,1,0,1,False,4
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1$$ExternalSyntheticLambda2;->invoke(Ljava/lang/Object;)Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1$$ExternalSyntheticLambda2;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-4$1$$ExternalSyntheticLambda2,invoke,(Ljava/lang/Object;)Ljava/lang/Object;,public final,False,True,7,0,1,0,False,16
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1$$ExternalSyntheticLambda3;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1$$ExternalSyntheticLambda3;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-4$1$$ExternalSyntheticLambda3,<init>,()V,public synthetic constructor,False,True,4,1,0,1,False,4
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1$$ExternalSyntheticLambda3;->invoke(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1$$ExternalSyntheticLambda3;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-4$1$$ExternalSyntheticLambda3,invoke,(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,public final,False,True,13,0,1,1,False,17
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-4$1,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,public static synthetic,False,True,14,1,0,1,False,8
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1;->$r8$lambda$4Y6ex3bL8NTaXanmw_HGXjWT2Vg()Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-4$1,$r8$lambda$4Y6ex3bL8NTaXanmw_HGXjWT2Vg,()Lkotlin/Unit;,public static synthetic,False,True,5,1,1,0,False,10
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1;->$r8$lambda$dpsTg8n1MIwLy_9UJnPCHUYbQ74(Lcom/example/android/architecture/blueprints/todoapp/data/Task;)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-4$1,$r8$lambda$dpsTg8n1MIwLy_9UJnPCHUYbQ74,(Lcom/example/android/architecture/blueprints/todoapp/data/Task;)Lkotlin/Unit;,public static synthetic,False,True,5,1,1,0,False,10
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1;->$r8$lambda$hQA_kNMhVD6hBU2YD1ZuyunVPSk(Lcom/example/android/architecture/blueprints/todoapp/data/Task; Z)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-4$1,$r8$lambda$hQA_kNMhVD6hBU2YD1ZuyunVPSk,(Lcom/example/android/architecture/blueprints/todoapp/data/Task; Z)Lkotlin/Unit;,public static synthetic,False,True,5,1,1,0,False,10
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1;-><clinit>()V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-4$1,<clinit>,()V,static constructor,False,True,19,0,2,0,False,7
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-4$1,<init>,()V,constructor,False,True,14,1,1,1,False,7
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1;->invoke$lambda$1$lambda$0()Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-4$1,invoke$lambda$1$lambda$0,()Lkotlin/Unit;,private static final,False,True,14,1,1,0,False,10
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1;->invoke$lambda$3$lambda$2(Lcom/example/android/architecture/blueprints/todoapp/data/Task;)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-4$1,invoke$lambda$3$lambda$2,(Lcom/example/android/architecture/blueprints/todoapp/data/Task;)Lkotlin/Unit;,private static final,False,True,19,1,1,1,False,11
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1;->invoke$lambda$5$lambda$4(Lcom/example/android/architecture/blueprints/todoapp/data/Task; Z)Lkotlin/Unit;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-4$1,invoke$lambda$5$lambda$4,(Lcom/example/android/architecture/blueprints/todoapp/data/Task; Z)Lkotlin/Unit;,private static final,False,True,19,1,1,1,False,11
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1;->invoke(Landroidx/compose/runtime/Composer; I)V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-4$1,invoke,(Landroidx/compose/runtime/Composer; I)V,public final,False,True,345,1,5,26,False,60
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1;->invoke(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-4$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-4$1,invoke,(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,public bridge synthetic,False,True,27,0,2,1,False,20
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-5$1$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-5$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-5$1$$ExternalSynthetic$Condy0,get,()Ljava/lang/Object;,public static synthetic,False,True,35,4,1,0,False,17
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-5$1;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-5$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-5$1,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,public static synthetic,False,True,14,1,0,1,False,8
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-5$1;-><clinit>()V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-5$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-5$1,<clinit>,()V,static constructor,False,True,19,0,2,0,False,7
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-5$1;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-5$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-5$1,<init>,()V,constructor,False,True,14,1,1,1,False,7
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-5$1;->invoke(Landroidx/compose/runtime/Composer; I)V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-5$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-5$1,invoke,(Landroidx/compose/runtime/Composer; I)V,public final,False,True,108,1,2,8,False,32
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-5$1;->invoke(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-5$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-5$1,invoke,(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,public bridge synthetic,False,True,27,0,2,1,False,20
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-6$1$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-6$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-6$1$$ExternalSynthetic$Condy0,get,()Ljava/lang/Object;,public static synthetic,False,True,35,4,1,0,False,17
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-6$1;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-6$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-6$1,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,public static synthetic,False,True,14,1,0,1,False,8
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-6$1;-><clinit>()V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-6$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-6$1,<clinit>,()V,static constructor,False,True,19,0,2,0,False,7
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-6$1;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-6$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-6$1,<init>,()V,constructor,False,True,14,1,1,1,False,7
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-6$1;->invoke(Landroidx/compose/runtime/Composer; I)V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-6$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-6$1,invoke,(Landroidx/compose/runtime/Composer; I)V,public final,False,True,98,1,2,7,False,31
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-6$1;->invoke(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-6$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-6$1,invoke,(Ljava/lang/Object; Ljava/lang/Object;)Ljava/lang/Object;,public bridge synthetic,False,True,27,0,2,1,False,20
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-7$1$$ExternalSynthetic$Condy0;->get()Ljava/lang/Object;,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-7$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-7$1$$ExternalSynthetic$Condy0,get,()Ljava/lang/Object;,public static synthetic,False,True,35,4,1,0,False,17
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-7$1;->$jacocoInit(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-7$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-7$1,$jacocoInit,(Ljava/lang/Object; Ljava/lang/String; Ljava/lang/Class;)[Z,public static synthetic,False,True,14,1,0,1,False,8
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-7$1;-><clinit>()V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-7$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-7$1,<clinit>,()V,static constructor,False,True,19,0,2,0,False,7
Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-7$1;-><init>()V,Lcom/example/android/architecture/blueprints/todoapp/tasks/ComposableSingletons$TasksScreenKt$lambda-7$1;,com.example.android.architecture.blueprints.todoapp.tasks.ComposableSingletons$TasksScreenKt$lambda-7$1,<init>,()V,constructor,False,True,14,1,1,1,False,7
