class_name,java_class_name,method_count,total_code_size,incoming_project_calls,outgoing_project_calls,outgoing_external_calls
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-4$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-4$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-4$1;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-4$1,5,208,3,6,12
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-5$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-5$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-5$1;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-5$1,5,208,3,6,12
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-6$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-6$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-6$1;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-6$1,5,208,3,6,12
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-7$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-7$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-7$1;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-7$1,5,180,3,6,13
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-8$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-8$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-8$1;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-8$1,5,208,3,6,12
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-9$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-9$1$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt$lambda-9$1;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt$lambda-9$1,5,208,3,6,12
Lcom/example/android/architecture/blueprints/todoapp/util/ComposableSingletons$TopAppBarsKt;,com.example.android.architecture.blueprints.todoapp.util.ComposableSingletons$TopAppBarsKt,26,753,25,26,25
Lcom/example/android/architecture/blueprints/todoapp/util/ComposeUtilsKt$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.ComposeUtilsKt$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/ComposeUtilsKt$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.util.ComposeUtilsKt$$ExternalSyntheticLambda1,2,50,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/util/ComposeUtilsKt;,com.example.android.architecture.blueprints.todoapp.util.ComposeUtilsKt,6,660,8,7,32
Lcom/example/android/architecture/blueprints/todoapp/util/CoroutinesUtilsKt$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.CoroutinesUtilsKt$$ExternalSynthetic$Condy0,1,35,2,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/CoroutinesUtilsKt;,com.example.android.architecture.blueprints.todoapp.util.CoroutinesUtilsKt,3,50,4,2,2
Lcom/example/android/architecture/blueprints/todoapp/util/SimpleCountingIdlingResource$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.SimpleCountingIdlingResource$$ExternalSynthetic$Condy0,1,35,7,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/SimpleCountingIdlingResource;,com.example.android.architecture.blueprints.todoapp.util.SimpleCountingIdlingResource,8,202,1,7,10
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt$$ExternalSynthetic$Condy0,1,35,13,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt$$ExternalSyntheticLambda1,2,46,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$$ExternalSyntheticLambda2;,com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt$$ExternalSyntheticLambda2,2,46,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$$ExternalSyntheticLambda3;,com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt$$ExternalSyntheticLambda3,2,29,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$$ExternalSyntheticLambda4;,com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt$$ExternalSyntheticLambda4,2,21,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$$ExternalSyntheticLambda5;,com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt$$ExternalSyntheticLambda5,2,46,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt$AppDrawer$1$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt$AppDrawer$1$$ExternalSyntheticLambda1,2,17,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1$$ExternalSyntheticLambda2;,com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt$AppDrawer$1$$ExternalSyntheticLambda2,2,17,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppDrawer$1;,com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt$AppDrawer$1,8,987,7,13,77
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppModalDrawer$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt$AppModalDrawer$1$$ExternalSynthetic$Condy0,1,35,6,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppModalDrawer$1$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt$AppModalDrawer$1$$ExternalSyntheticLambda1,2,13,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppModalDrawer$1$$ExternalSyntheticLambda2;,com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt$AppModalDrawer$1$$ExternalSyntheticLambda2,2,13,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppModalDrawer$1$$ExternalSyntheticLambda3;,com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt$AppModalDrawer$1$$ExternalSyntheticLambda3,2,17,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppModalDrawer$1$3$1$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt$AppModalDrawer$1$3$1$1$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppModalDrawer$1$3$1$1;,com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt$AppModalDrawer$1$3$1$1,6,178,6,9,7
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppModalDrawer$1;,com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt$AppModalDrawer$1,10,537,9,17,33
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppModalDrawer$2$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt$AppModalDrawer$2$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$AppModalDrawer$2;,com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt$AppModalDrawer$2,4,149,3,4,12
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$DrawerButton$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt$DrawerButton$1$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt$DrawerButton$1;,com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt$DrawerButton$1,4,734,3,4,59
Lcom/example/android/architecture/blueprints/todoapp/util/TodoDrawerKt;,com.example.android.architecture.blueprints.todoapp.util.TodoDrawerKt,19,2900,26,38,169
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$$ExternalSynthetic$Condy0,1,35,30,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$$ExternalSyntheticLambda10;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$$ExternalSyntheticLambda10,2,46,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$$ExternalSyntheticLambda11;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$$ExternalSyntheticLambda11,2,13,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$$ExternalSyntheticLambda12;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$$ExternalSyntheticLambda12,2,13,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$$ExternalSyntheticLambda13;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$$ExternalSyntheticLambda13,2,29,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$$ExternalSyntheticLambda1,2,21,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$$ExternalSyntheticLambda2;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$$ExternalSyntheticLambda2,2,29,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$$ExternalSyntheticLambda3;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$$ExternalSyntheticLambda3,2,21,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$$ExternalSyntheticLambda4;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$$ExternalSyntheticLambda4,2,21,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$$ExternalSyntheticLambda5;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$$ExternalSyntheticLambda5,2,34,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$$ExternalSyntheticLambda6;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$$ExternalSyntheticLambda6,2,29,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$$ExternalSyntheticLambda7;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$$ExternalSyntheticLambda7,2,25,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$$ExternalSyntheticLambda8;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$$ExternalSyntheticLambda8,2,21,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$$ExternalSyntheticLambda9;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$$ExternalSyntheticLambda9,2,29,1,1,2
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$AddEditTaskTopAppBar$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$AddEditTaskTopAppBar$1$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$AddEditTaskTopAppBar$1;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$AddEditTaskTopAppBar$1,4,193,3,4,12
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$AddEditTaskTopAppBar$2$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$AddEditTaskTopAppBar$2$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$AddEditTaskTopAppBar$2;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$AddEditTaskTopAppBar$2,4,160,3,5,11
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$FilterTasksMenu$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$FilterTasksMenu$1$$ExternalSynthetic$Condy0,1,35,6,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$FilterTasksMenu$1$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$FilterTasksMenu$1$$ExternalSyntheticLambda1,2,17,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$FilterTasksMenu$1$$ExternalSyntheticLambda2;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$FilterTasksMenu$1$$ExternalSyntheticLambda2,2,17,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$FilterTasksMenu$1$$ExternalSyntheticLambda3;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$FilterTasksMenu$1$$ExternalSyntheticLambda3,2,17,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$FilterTasksMenu$1;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$FilterTasksMenu$1,10,681,9,16,43
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$MoreTasksMenu$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$MoreTasksMenu$1$$ExternalSynthetic$Condy0,1,35,5,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$MoreTasksMenu$1$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$MoreTasksMenu$1$$ExternalSyntheticLambda1,2,17,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$MoreTasksMenu$1$$ExternalSyntheticLambda2;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$MoreTasksMenu$1$$ExternalSyntheticLambda2,2,17,1,1,1
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$MoreTasksMenu$1;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$MoreTasksMenu$1,8,538,7,12,33
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$StatisticsTopAppBar$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$StatisticsTopAppBar$1$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$StatisticsTopAppBar$1;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$StatisticsTopAppBar$1,4,160,3,5,11
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$TaskDetailTopAppBar$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$TaskDetailTopAppBar$1$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$TaskDetailTopAppBar$1;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$TaskDetailTopAppBar$1,4,160,3,5,11
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$TaskDetailTopAppBar$2$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$TaskDetailTopAppBar$2$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$TaskDetailTopAppBar$2;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$TaskDetailTopAppBar$2,4,170,3,5,12
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$TasksTopAppBar$1$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$TasksTopAppBar$1$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$TasksTopAppBar$1;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$TasksTopAppBar$1,4,160,3,5,11
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$TasksTopAppBar$2$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$TasksTopAppBar$2$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$TasksTopAppBar$2;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$TasksTopAppBar$2,4,178,3,6,11
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$TopAppBarDropdownMenu$1$2$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$TopAppBarDropdownMenu$1$2$$ExternalSynthetic$Condy0,1,35,3,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$TopAppBarDropdownMenu$1$2;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$TopAppBarDropdownMenu$1$2,4,149,3,4,12
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$TopAppBarDropdownMenu$1$4$$ExternalSynthetic$Condy0;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$TopAppBarDropdownMenu$1$4$$ExternalSynthetic$Condy0,1,35,4,1,0
Lcom/example/android/architecture/blueprints/todoapp/util/TopAppBarsKt$TopAppBarDropdownMenu$1$4$$ExternalSyntheticLambda1;,com.example.android.architecture.blueprints.todoapp.util.TopAppBarsKt$TopAppBarDropdownMenu$1$4$$ExternalSyntheticLambda1,2,13,1,1,1
